system:index,TiempoViaje,Visibilidad,layer,.geo
0_109,19.036975985939247,25.5,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.56127884967823,18.387691795223137]}"
0_110,20.870101645378927,0.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.5593569771242,18.39032712394572]}"
0_111,22.402052113440988,0.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.56087753058343,18.38989905024459]}"
0_112,22.402052113440988,0.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.56097117170555,18.389916886648802]}"
0_113,22.402052113440988,0.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.56094441709924,18.389805409122467]}"
0_114,21.984849283559594,0.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.56094441709924,18.389720686202452]}"
0_115,21.984849283559594,0.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.56097117170555,18.389747440808772]}"
0_116,21.932294456023943,0.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.56110940383822,18.38966717698981]}"
0_117,21.51456577224484,0.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.56114061754558,18.389470976543464]}"
0_118,21.932294456023943,0.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.56114061754559,18.389747440808772]}"
0_119,22.356882432094622,0.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.56114061754559,18.389858918335108]}"
0_120,21.932294456023943,0.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.56119412675822,18.389720686202452]}"
0_121,21.932294456023943,0.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.56124763597087,18.38966717698981]}"
0_122,11.01727057372967,0.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.55102737635637,18.38444111055517]}"
0_123,13.79542820482627,17.100000381469727,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.55205742869973,18.39444287421805]}"
0_124,21.979252710827698,8.399999618530273,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.55911172656627,18.39236047402609]}"
0_125,21.979252710827698,8.399999618530273,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.55908497195995,18.392418442339785]}"
0_126,22.32728491976131,8.399999618530273,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.5591652357789,18.39222224189344]}"
0_127,22.5933510266584,8.399999618530273,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.55916523577892,18.392498706158747]}"
0_128,13.15549604764712,3.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.65693994457783,17.673272460844252]}"
0_129,30.61358306762599,0.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.67786204672058,17.70709474233464]}"
0_130,13.15549604764712,0.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.65677495783883,17.67330367455162]}"
0_131,13.388575803077684,8.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.65736801827894,17.673071801296846]}"
0_132,20.792102779591225,13.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.57546770923031,17.636979837370255]}"
0_133,15.181082225758809,33.5,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.57849989794664,18.376472696972662]}"
0_134,15.35555672966336,33.5,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.57852665255297,18.376499451578983]}"
0_135,3.925063570058941,22.0,Puntos de Hallazgo,"{""type"":""Point"",""coordinates"":[-99.59030759753617,17.916110645113854]}"
